"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"38149_at"	"0.9888"	"9.60e-01"	"0.0505092"	"-6.14588"	"0.0044371"	"ARHGAP25"	"Rho GTPase activating protein 25"
"34458_at"	"0.9888"	"9.60e-01"	"-0.0503736"	"-6.14588"	"-0.0065592"	"S100A7"	"S100 calcium binding protein A7"
"1985_s_at"	"0.9888"	"9.60e-01"	"-0.0502329"	"-6.14589"	"-0.0091"	"NME1"	"NME/NM23 nucleoside diphosphate kinase 1"
"39289_at"	"0.9888"	"9.60e-01"	"0.0502123"	"-6.14589"	"0.0078664"	"SREK1IP1"	"SREK1 interacting protein 1"
"1217_g_at"	"0.988953"	"9.61e-01"	"0.0498778"	"-6.14591"	"0.0051235"	"PRKCB"	"protein kinase C beta"
"34001_at"	"0.988953"	"9.61e-01"	"-0.0498242"	"-6.14591"	"-0.0073185"	"ZNF204P"	"zinc finger protein 204, pseudogene"
"32887_at"	"0.989074"	"9.61e-01"	"0.0495764"	"-6.14592"	"0.0039085"	"CEP131"	"centrosomal protein 131"
"31412_at"	"0.989097"	"9.61e-01"	"0.0494478"	"-6.14593"	"0.005815"	"LOC100509646///PRY2///PRY"	"PTPN13-like protein, Y-linked-like///PTPN13-like, Y-linked 2///PTPN13-like, Y-linked"
"36101_s_at"	"0.989118"	"9.61e-01"	"-0.0493203"	"-6.14594"	"-0.0084902"	"VEGFA"	"vascular endothelial growth factor A"
"40744_at"	"0.989118"	"9.61e-01"	"-0.049223"	"-6.14594"	"-0.0054054"	"RAD52"	"RAD52 homolog, DNA repair protein"
"1861_at"	"0.989149"	"9.61e-01"	"0.0490849"	"-6.14595"	"0.0065951"	"BAD"	"BCL2 associated agonist of cell death"
"33781_s_at"	"0.989168"	"9.62e-01"	"0.0488694"	"-6.14596"	"0.0078502"	"UBE2M"	"ubiquitin conjugating enzyme E2 M"
"36055_at"	"0.989168"	"9.62e-01"	"0.0488628"	"-6.14596"	"0.0057586"	"MAU2"	"MAU2 sister chromatid cohesion factor"
"35506_s_at"	"0.989373"	"9.62e-01"	"-0.0485095"	"-6.14598"	"-0.0042894"	"CST4///CST2///CST1"	"cystatin S///cystatin SA///cystatin SN"
"37538_at"	"0.989416"	"9.62e-01"	"0.0483057"	"-6.14599"	"0.0043394"	"LOC730101"	"uncharacterized LOC730101"
"752_s_at"	"0.989416"	"9.62e-01"	"-0.0482124"	"-6.14599"	"-0.0072175"	"DNAJB1"	"DnaJ heat shock protein family (Hsp40) member B1"
"39564_s_at"	"0.989416"	"9.62e-01"	"0.0480634"	"-6.146"	"0.0037727"	"ABCB6"	"ATP binding cassette subfamily B member 6 (Langereis blood group)"
"1317_at"	"0.989416"	"9.62e-01"	"-0.0480586"	"-6.146"	"-0.005251"	"MST1R"	"macrophage stimulating 1 receptor"
"38187_at"	"0.989544"	"9.62e-01"	"0.0477568"	"-6.14601"	"0.0152455"	"NAT1"	"N-acetyltransferase 1"
"36280_at"	"0.989544"	"9.62e-01"	"0.0477013"	"-6.14601"	"0.0069207"	"GZMK"	"granzyme K"
"39773_at"	"0.989682"	"9.63e-01"	"0.0474305"	"-6.14603"	"0.0042105"	"C14orf1"	"chromosome 14 open reading frame 1"
"36142_at"	"0.989838"	"9.63e-01"	"-0.0471385"	"-6.14604"	"-0.007163"	"ATXN1"	"ataxin 1"
"36490_s_at"	"0.989885"	"9.63e-01"	"0.0469105"	"-6.14605"	"0.0034374"	"PRPS1"	"phosphoribosyl pyrophosphate synthetase 1"
"35040_at"	"0.989885"	"9.63e-01"	"-0.0468228"	"-6.14606"	"-0.0050221"	""	""
"40126_at"	"0.989885"	"9.63e-01"	"-0.046685"	"-6.14606"	"-0.0038695"	"PRRX1"	"paired related homeobox 1"
"36890_at"	"0.989885"	"9.63e-01"	"0.0466825"	"-6.14606"	"0.0046639"	"PPL"	"periplakin"
"37656_at"	"0.989955"	"9.63e-01"	"-0.0464955"	"-6.14607"	"-0.0033354"	"SCAP"	"SREBF chaperone"
"264_at"	"0.990035"	"9.64e-01"	"-0.0462979"	"-6.14608"	"-0.0027148"	"ADRA2A"	"adrenoceptor alpha 2A"
"35453_at"	"0.990103"	"9.64e-01"	"0.0461138"	"-6.14609"	"0.0104384"	"EPYC"	"epiphycan"
"34590_at"	"0.990115"	"9.64e-01"	"0.045931"	"-6.1461"	"0.0042754"	"CNTF"	"ciliary neurotrophic factor"
"38314_at"	"0.990115"	"9.64e-01"	"-0.0458998"	"-6.1461"	"-0.0028642"	"CIC"	"capicua transcriptional repressor"
"34658_at"	"0.990145"	"9.64e-01"	"-0.0457625"	"-6.14611"	"-0.0056868"	"PRM2"	"protamine 2"
"1226_at"	"0.99032"	"9.64e-01"	"-0.0452903"	"-6.14613"	"-0.0105625"	"ADAM17"	"ADAM metallopeptidase domain 17"
"40624_at"	"0.99032"	"9.64e-01"	"0.0452898"	"-6.14613"	"0.0048142"	"OLIG2"	"oligodendrocyte lineage transcription factor 2"
"32738_at"	"0.99032"	"9.64e-01"	"0.0450655"	"-6.14614"	"0.0041496"	"NDUFS2"	"NADH:ubiquinone oxidoreductase core subunit S2"
"34505_at"	"0.99032"	"9.65e-01"	"0.0450341"	"-6.14614"	"0.0030601"	"ALPK3"	"alpha kinase 3"
"1077_at"	"0.99032"	"9.65e-01"	"0.0448998"	"-6.14614"	"0.0042754"	"RAG1"	"recombination activating gene 1"
"37241_at"	"0.99032"	"9.65e-01"	"0.0448674"	"-6.14615"	"0.0043007"	"PNMA2"	"paraneoplastic Ma antigen 2"
"37620_at"	"0.99032"	"9.65e-01"	"0.0448491"	"-6.14615"	"0.0046892"	"TAF12"	"TATA-box binding protein associated factor 12"
"41509_at"	"0.990429"	"9.65e-01"	"0.0443565"	"-6.14617"	"0.0050581"	"HSPA9"	"heat shock protein family A (Hsp70) member 9"
"1172_at"	"0.990429"	"9.65e-01"	"-0.0442631"	"-6.14617"	"-0.0039565"	"SAT1"	"spermidine/spermine N1-acetyltransferase 1"
"31539_r_at"	"0.990429"	"9.65e-01"	"0.0440794"	"-6.14618"	"0.0073143"	""	""
"35038_at"	"0.990429"	"9.65e-01"	"0.043971"	"-6.14619"	"0.0032596"	"MYBPC3"	"myosin binding protein C, cardiac"
"32868_at"	"0.990429"	"9.66e-01"	"-0.0437548"	"-6.1462"	"-0.0036635"	"TGM3"	"transglutaminase 3"
"1819_at"	"0.990429"	"9.66e-01"	"0.043642"	"-6.1462"	"0.0041298"	"RAP2A"	"RAP2A, member of RAS oncogene family"
"40605_at"	"0.990429"	"9.66e-01"	"-0.0436398"	"-6.1462"	"-0.0081137"	"SNX4"	"sorting nexin 4"
"40660_at"	"0.990429"	"9.66e-01"	"0.0436008"	"-6.1462"	"0.0048832"	"NR4A3"	"nuclear receptor subfamily 4 group A member 3"
"39968_at"	"0.990429"	"9.66e-01"	"-0.0435729"	"-6.1462"	"-0.0024396"	"LTC4S"	"leukotriene C4 synthase"
"38769_at"	"0.990429"	"9.66e-01"	"0.0434893"	"-6.14621"	"0.0039581"	"ADAM12"	"ADAM metallopeptidase domain 12"
"1442_at"	"0.990429"	"9.66e-01"	"-0.0433993"	"-6.14621"	"-0.0042145"	"ESR2"	"estrogen receptor 2"
"39278_at"	"0.990429"	"9.66e-01"	"-0.0433806"	"-6.14621"	"-0.0032442"	"TGM4"	"transglutaminase 4"
"594_s_at"	"0.990429"	"9.66e-01"	"-0.0432682"	"-6.14622"	"-0.0044665"	"CSNK2A1"	"casein kinase 2 alpha 1"
"38248_at"	"0.990429"	"9.66e-01"	"-0.0430287"	"-6.14623"	"-0.0043833"	"LZTS3"	"leucine zipper tumor suppressor family member 3"
"33588_at"	"0.990429"	"9.66e-01"	"0.0429965"	"-6.14623"	"0.0041282"	"TRAF3IP3"	"TRAF3 interacting protein 3"
"32939_g_at"	"0.990429"	"9.66e-01"	"0.0429513"	"-6.14623"	"0.0034599"	"EFR3B"	"EFR3 homolog B"
"32528_at"	"0.990429"	"9.66e-01"	"0.0428932"	"-6.14623"	"0.0039163"	"CLPP"	"caseinolytic mitochondrial matrix peptidase proteolytic subunit"
"34271_at"	"0.990429"	"9.66e-01"	"-0.0428402"	"-6.14624"	"-0.0038395"	"APOBEC2"	"apolipoprotein B mRNA editing enzyme catalytic subunit 2"
"33152_at"	"0.990429"	"9.66e-01"	"-0.0428206"	"-6.14624"	"-0.0071563"	"ARF6"	"ADP ribosylation factor 6"
"33994_g_at"	"0.990563"	"9.66e-01"	"-0.0425547"	"-6.14625"	"-0.0031726"	"MYL6"	"myosin light chain 6"
"32426_f_at"	"0.990609"	"9.67e-01"	"-0.042398"	"-6.14625"	"-0.0052793"	"MAGEA1"	"MAGE family member A1"
"32256_r_at"	"0.990646"	"9.67e-01"	"0.0422391"	"-6.14626"	"0.0062699"	"TERF1"	"telomeric repeat binding factor 1"
"360_at"	"0.990646"	"9.67e-01"	"-0.0420544"	"-6.14627"	"-0.0058876"	"ITPKC"	"inositol-trisphosphate 3-kinase C"
"32749_s_at"	"0.990646"	"9.67e-01"	"-0.0420155"	"-6.14627"	"-0.0133088"	"FLNA"	"filamin A"
"37531_at"	"0.990646"	"9.67e-01"	"-0.041914"	"-6.14627"	"-0.0029389"	"TBC1D5"	"TBC1 domain family member 5"
"35557_at"	"0.990646"	"9.67e-01"	"0.0417439"	"-6.14628"	"0.0071654"	"ZFP69B"	"ZFP69 zinc finger protein B"
"38444_at"	"0.990646"	"9.67e-01"	"-0.041558"	"-6.14629"	"-0.0043744"	"CSRP3"	"cysteine and glycine rich protein 3"
"33671_f_at"	"0.990646"	"9.67e-01"	"0.04153"	"-6.14629"	"0.0055508"	"GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1"	"G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1"
"37647_at"	"0.990646"	"9.67e-01"	"0.0414601"	"-6.14629"	"0.0038169"	"AOAH"	"acyloxyacyl hydrolase"
"35128_at"	"0.990646"	"9.67e-01"	"-0.0414555"	"-6.14629"	"-0.0043023"	"BRS3"	"bombesin receptor subtype 3"
"33023_at"	"0.990651"	"9.67e-01"	"-0.0413097"	"-6.1463"	"-0.0047621"	"HIST1H2AM"	"histone cluster 1, H2am"
"41502_at"	"0.990651"	"9.68e-01"	"-0.0411218"	"-6.14631"	"-0.0031973"	"HIPK3"	"homeodomain interacting protein kinase 3"
"40956_at"	"0.990651"	"9.68e-01"	"0.041086"	"-6.14631"	"0.0048156"	"NPRL3"	"NPR3 like, GATOR1 complex subunit"
"34120_r_at"	"0.990651"	"9.68e-01"	"0.0410504"	"-6.14631"	"0.005186"	""	""
"37065_f_at"	"0.990973"	"9.68e-01"	"0.0404371"	"-6.14634"	"0.0060539"	"GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1"	"G antigen 10///G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1"
"40081_at"	"0.990973"	"9.68e-01"	"0.0403591"	"-6.14634"	"0.0034938"	"PLTP"	"phospholipid transfer protein"
"36480_at"	"0.990973"	"9.68e-01"	"0.0403426"	"-6.14634"	"0.005771"	"PHKA2"	"phosphorylase kinase regulatory subunit alpha 2"
"36338_at"	"0.990973"	"9.68e-01"	"-0.0401716"	"-6.14635"	"-0.0030842"	"LUZP1"	"leucine zipper protein 1"
"36036_at"	"0.990973"	"9.68e-01"	"0.0400919"	"-6.14635"	"0.0032085"	"SPTB"	"spectrin beta, erythrocytic"
"40307_at"	"0.990973"	"9.68e-01"	"0.0400527"	"-6.14635"	"0.0043536"	"ATAD2B"	"ATPase family, AAA domain containing 2B"
"34952_at"	"0.991045"	"9.69e-01"	"0.0398638"	"-6.14636"	"0.004197"	"ART4"	"ADP-ribosyltransferase 4 (Dombrock blood group)"
"40932_at"	"0.991145"	"9.69e-01"	"-0.0396399"	"-6.14637"	"-0.0029075"	"ZDHHC18"	"zinc finger DHHC-type containing 18"
"39048_at"	"0.991157"	"9.69e-01"	"0.0395254"	"-6.14637"	"0.0034173"	"NOTCH4"	"notch 4"
"40819_at"	"0.991246"	"9.69e-01"	"0.0391885"	"-6.14639"	"0.0026511"	"RBM8A"	"RNA binding motif protein 8A"
"432_s_at"	"0.991246"	"9.69e-01"	"-0.0391576"	"-6.14639"	"-0.0072361"	"TRAC///TRAJ17///TRAV20///TRDV2///YME1L1"	"T-cell receptor alpha constant///T cell receptor alpha joining 17///T cell receptor alpha variable 20///T cell receptor delta variable 2///YME1 like 1 ATPase"
"33250_at"	"0.991246"	"9.69e-01"	"-0.0391157"	"-6.14639"	"-0.0057821"	"WDR46"	"WD repeat domain 46"
"40047_at"	"0.991254"	"9.69e-01"	"0.0390063"	"-6.14639"	"0.002898"	"RNF41"	"ring finger protein 41"
"33295_at"	"0.99137"	"9.69e-01"	"-0.0387621"	"-6.1464"	"-0.0033877"	"ACKR1"	"atypical chemokine receptor 1 (Duffy blood group)"
"1438_at"	"0.991448"	"9.70e-01"	"0.0385029"	"-6.14641"	"0.0031611"	"EPHB3"	"EPH receptor B3"
"36761_at"	"0.991448"	"9.70e-01"	"0.0384648"	"-6.14641"	"0.0039744"	"OVOL2"	"ovo like zinc finger 2"
"36469_at"	"0.991448"	"9.70e-01"	"-0.038354"	"-6.14642"	"-0.0035654"	"DTNA"	"dystrobrevin alpha"
"34150_at"	"0.991448"	"9.70e-01"	"-0.0382662"	"-6.14642"	"-0.0063135"	"MGAT4C"	"MGAT4 family member C"
"37583_at"	"0.991538"	"9.70e-01"	"-0.0380279"	"-6.14643"	"-0.0067171"	"KDM5D"	"lysine demethylase 5D"
"34906_g_at"	"0.991538"	"9.70e-01"	"0.0379549"	"-6.14643"	"0.0040521"	"GRIK5"	"glutamate ionotropic receptor kainate type subunit 5"
"39879_s_at"	"0.991606"	"9.70e-01"	"0.0377356"	"-6.14644"	"0.0046511"	"ARL17B///ARL17A"	"ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A"
"34473_at"	"0.991606"	"9.70e-01"	"-0.0375678"	"-6.14645"	"-0.0036111"	"TLR5"	"toll like receptor 5"
"1105_s_at"	"0.991606"	"9.70e-01"	"0.0374715"	"-6.14645"	"0.0046158"	"IL23A"	"interleukin 23 subunit alpha"
"712_s_at"	"0.991606"	"9.70e-01"	"0.0374715"	"-6.14645"	"0.0030752"	"MIR6778///SHMT1"	"microRNA 6778///serine hydroxymethyltransferase 1"
"38776_at"	"0.99167"	"9.71e-01"	"0.0372922"	"-6.14646"	"0.0030995"	"ATP5G2"	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)"
"41103_at"	"0.991675"	"9.71e-01"	"-0.037082"	"-6.14647"	"-0.0023945"	"BRPF1"	"bromodomain and PHD finger containing 1"
"33898_at"	"0.991675"	"9.71e-01"	"0.0368211"	"-6.14648"	"0.0022911"	"MCRS1"	"microspherule protein 1"
"1965_s_at"	"0.991675"	"9.71e-01"	"-0.0362973"	"-6.14649"	"-0.0032462"	"NOS1"	"nitric oxide synthase 1"
"32877_i_at"	"0.991675"	"9.72e-01"	"-0.0361086"	"-6.1465"	"-0.004017"	""	""
"36303_f_at"	"0.991675"	"9.72e-01"	"0.0359655"	"-6.14651"	"0.0045445"	"ZNF85"	"zinc finger protein 85"
"40100_at"	"0.991675"	"9.72e-01"	"-0.0359422"	"-6.14651"	"-0.0050135"	"ARHGEF2"	"Rho/Rac guanine nucleotide exchange factor 2"
"40410_at"	"0.991675"	"9.72e-01"	"-0.0358849"	"-6.14651"	"-0.0023525"	"DCTN3"	"dynactin subunit 3"
"33532_at"	"0.991675"	"9.72e-01"	"0.0357167"	"-6.14652"	"0.0028938"	"ALX1"	"ALX homeobox 1"
"33984_at"	"0.991675"	"9.72e-01"	"-0.0357044"	"-6.14652"	"-0.0075315"	"HSP90AB1"	"heat shock protein 90 alpha family class B member 1"
"31455_r_at"	"0.991675"	"9.72e-01"	"-0.0356507"	"-6.14652"	"-0.0027696"	""	""
"41268_g_at"	"0.991675"	"9.72e-01"	"0.0356396"	"-6.14652"	"0.0036177"	"TCF25"	"transcription factor 25"
"36726_at"	"0.991675"	"9.72e-01"	"0.0356362"	"-6.14652"	"0.0037745"	"PAX1"	"paired box 1"
"37687_i_at"	"0.991675"	"9.72e-01"	"0.0356245"	"-6.14652"	"0.0049801"	"FCGR2C///FCGR2A"	"Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIa"
"40981_at"	"0.991675"	"9.72e-01"	"0.035598"	"-6.14652"	"0.0025786"	"CHD8"	"chromodomain helicase DNA binding protein 8"
"31576_at"	"0.991675"	"9.72e-01"	"-0.0355367"	"-6.14652"	"-0.0041346"	""	""
"822_s_at"	"0.991675"	"9.72e-01"	"0.035491"	"-6.14652"	"0.002261"	"CRADD"	"CASP2 and RIPK1 domain containing adaptor with death domain"
"35711_at"	"0.991675"	"9.72e-01"	"-0.0354861"	"-6.14652"	"-0.0034867"	"GLS2"	"glutaminase 2"
"1528_at"	"0.991675"	"9.72e-01"	"-0.0353075"	"-6.14653"	"-0.0033656"	"N4BP2L2-IT2"	"N4BPL2 intronic transcript 2"
"41815_at"	"0.991675"	"9.72e-01"	"0.035299"	"-6.14653"	"0.0058531"	"SYNE2"	"spectrin repeat containing nuclear envelope protein 2"
"41608_at"	"0.991675"	"9.72e-01"	"-0.0352917"	"-6.14653"	"-0.0054656"	"CRHBP"	"corticotropin releasing hormone binding protein"
"35278_at"	"0.991881"	"9.72e-01"	"-0.0349354"	"-6.14654"	"-0.002244"	"RPS29"	"ribosomal protein S29"
"1407_g_at"	"0.991929"	"9.73e-01"	"-0.0347763"	"-6.14655"	"-0.0031183"	"NR2C1"	"nuclear receptor subfamily 2 group C member 1"
"39490_f_at"	"0.992438"	"9.73e-01"	"-0.034007"	"-6.14658"	"-0.0029125"	""	""
"38578_at"	"0.992438"	"9.73e-01"	"0.033943"	"-6.14658"	"0.010853"	"CD27"	"CD27 molecule"
"34968_at"	"0.992523"	"9.73e-01"	"-0.0336799"	"-6.14659"	"-0.0048"	"ZNF507"	"zinc finger protein 507"
"32506_at"	"0.992523"	"9.74e-01"	"0.0334191"	"-6.1466"	"0.0037988"	"TBC1D1"	"TBC1 domain family member 1"
"33687_at"	"0.992523"	"9.74e-01"	"0.0333157"	"-6.1466"	"0.0044898"	"MINOS1P1"	"mitochondrial inner membrane organizing system 1 pseudogene 1"
"33396_at"	"0.992523"	"9.74e-01"	"0.0332758"	"-6.1466"	"0.0052048"	"GSTP1"	"glutathione S-transferase pi 1"
"38616_at"	"0.992523"	"9.74e-01"	"-0.0332673"	"-6.1466"	"-0.0024368"	"NDRG2"	"NDRG family member 2"
"39524_at"	"0.992523"	"9.74e-01"	"-0.033201"	"-6.1466"	"-0.0049"	"RHO"	"rhodopsin"
"AFFX-LysX-5_at"	"0.992523"	"9.74e-01"	"-0.0330996"	"-6.14661"	"-0.0057221"	""	""
"38630_at"	"0.992523"	"9.74e-01"	"-0.0330376"	"-6.14661"	"-0.0058008"	"CERS6"	"ceramide synthase 6"
"31741_at"	"0.992776"	"9.74e-01"	"-0.0326225"	"-6.14662"	"-0.0043586"	"PAX4"	"paired box 4"
"32942_at"	"0.992977"	"9.75e-01"	"0.0322728"	"-6.14663"	"0.003752"	"ST8SIA5"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"32243_g_at"	"0.993313"	"9.75e-01"	"-0.0317534"	"-6.14665"	"-0.0056488"	"CRYAB"	"crystallin alpha B"
"37744_r_at"	"0.993403"	"9.75e-01"	"0.0315417"	"-6.14666"	"0.002863"	"FEZ1"	"fasciculation and elongation protein zeta 1"
"36136_at"	"0.993458"	"9.75e-01"	"0.031374"	"-6.14666"	"0.0047349"	"TP53I11"	"tumor protein p53 inducible protein 11"
"37817_at"	"0.993526"	"9.75e-01"	"0.0311188"	"-6.14667"	"0.0035226"	"CACTIN"	"cactin, spliceosome C complex subunit"
"37145_at"	"0.993526"	"9.76e-01"	"0.0310053"	"-6.14667"	"0.0033238"	"GNLY"	"granulysin"
"31623_f_at"	"0.993526"	"9.76e-01"	"0.0309795"	"-6.14667"	"0.0086707"	"MT1A"	"metallothionein 1A"
"1007_s_at"	"0.993526"	"9.76e-01"	"0.0308507"	"-6.14668"	"0.0025432"	"MIR4640///DDR1"	"microRNA 4640///discoidin domain receptor tyrosine kinase 1"
"1541_f_at"	"0.993526"	"9.76e-01"	"-0.0307499"	"-6.14668"	"-0.0037942"	"IFNA6///IFNA5"	"interferon alpha 6///interferon alpha 5"
"1128_s_at"	"0.993526"	"9.76e-01"	"-0.0303627"	"-6.14669"	"-0.0016771"	"CCR1"	"C-C motif chemokine receptor 1"
"32323_at"	"0.993526"	"9.76e-01"	"0.0302699"	"-6.1467"	"0.0029623"	"TRH"	"thyrotropin releasing hormone"
"41095_at"	"0.993526"	"9.76e-01"	"-0.030261"	"-6.1467"	"-0.0024756"	"ERCC2"	"ERCC excision repair 2, TFIIH core complex helicase subunit"
"37559_at"	"0.993526"	"9.76e-01"	"-0.0302585"	"-6.1467"	"-0.0031888"	"MTERF4"	"mitochondrial transcription termination factor 4"
"588_at"	"0.993526"	"9.76e-01"	"-0.0301536"	"-6.1467"	"-0.002503"	"PTPN1"	"protein tyrosine phosphatase, non-receptor type 1"
"36220_at"	"0.993526"	"9.76e-01"	"-0.0301503"	"-6.1467"	"-0.0033006"	"DDAH1"	"dimethylarginine dimethylaminohydrolase 1"
"35158_at"	"0.993526"	"9.76e-01"	"0.030027"	"-6.1467"	"0.0042261"	"MYCN"	"v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog"
"40378_at"	"0.993526"	"9.76e-01"	"-0.0299688"	"-6.14671"	"-0.0058702"	"SH3GL2"	"SH3 domain containing GRB2 like 2, endophilin A1"
"34207_at"	"0.993526"	"9.76e-01"	"0.02989"	"-6.14671"	"0.0029674"	"IQCE"	"IQ motif containing E"
"38170_at"	"0.99363"	"9.77e-01"	"-0.0296597"	"-6.14671"	"-0.0045365"	"VPS13A"	"vacuolar protein sorting 13 homolog A"
"31641_s_at"	"0.993897"	"9.77e-01"	"0.0292273"	"-6.14673"	"0.003444"	"MMP23A///MMP23B"	"matrix metallopeptidase 23A (pseudogene)///matrix metallopeptidase 23B"
"1346_at"	"0.993902"	"9.77e-01"	"-0.0291212"	"-6.14673"	"-0.002639"	"MT3"	"metallothionein 3"
"37563_at"	"0.993922"	"9.77e-01"	"-0.0289955"	"-6.14673"	"-0.0042337"	"SRGAP3"	"SLIT-ROBO Rho GTPase activating protein 3"
"39757_at"	"0.994351"	"9.78e-01"	"-0.0283114"	"-6.14675"	"-0.0038988"	"SDC2"	"syndecan 2"
"35207_at"	"0.994351"	"9.78e-01"	"-0.0279804"	"-6.14676"	"-0.0056038"	"SCNN1A"	"sodium channel epithelial 1 alpha subunit"
"31683_at"	"0.994351"	"9.78e-01"	"-0.027877"	"-6.14677"	"-0.0041131"	"THRA1/BTR"	"uncharacterized LOC105371807"
"37922_at"	"0.994351"	"9.78e-01"	"-0.0278292"	"-6.14677"	"-0.0034379"	"TCN2"	"transcobalamin 2"
"41312_r_at"	"0.994351"	"9.78e-01"	"0.0276806"	"-6.14677"	"0.0028138"	"NR2F6"	"nuclear receptor subfamily 2 group F member 6"
"34775_at"	"0.994351"	"9.78e-01"	"0.0276508"	"-6.14677"	"0.006383"	"TSPAN1"	"tetraspanin 1"
"36783_f_at"	"0.994351"	"9.78e-01"	"-0.0274112"	"-6.14678"	"-0.0071143"	"ZNF117"	"zinc finger protein 117"
"32542_at"	"0.994351"	"9.79e-01"	"0.027243"	"-6.14678"	"0.0084279"	"FHL1"	"four and a half LIM domains 1"
"34310_at"	"0.994351"	"9.79e-01"	"-0.0272148"	"-6.14678"	"-0.0033277"	"APRT"	"adenine phosphoribosyltransferase"
"41406_at"	"0.994351"	"9.79e-01"	"0.0269103"	"-6.14679"	"0.001849"	"INTS3"	"integrator complex subunit 3"
"33452_at"	"0.994351"	"9.79e-01"	"0.0269081"	"-6.14679"	"0.0060117"	"PLAT"	"plasminogen activator, tissue type"
"32497_s_at"	"0.994351"	"9.79e-01"	"0.0268841"	"-6.14679"	"0.0017892"	"SLC6A9"	"solute carrier family 6 member 9"
"41563_at"	"0.994351"	"9.79e-01"	"-0.026858"	"-6.14679"	"-0.0032204"	"TRPM1"	"transient receptor potential cation channel subfamily M member 1"
"38637_at"	"0.994351"	"9.79e-01"	"0.0268003"	"-6.1468"	"0.0040535"	"LOX"	"lysyl oxidase"
"440_at"	"0.994351"	"9.79e-01"	"-0.0266937"	"-6.1468"	"-0.0036424"	"NFIC"	"nuclear factor I C"
"41100_at"	"0.994351"	"9.79e-01"	"-0.0265541"	"-6.1468"	"-0.0023564"	"CARD8"	"caspase recruitment domain family member 8"
"32001_s_at"	"0.994351"	"9.79e-01"	"-0.0265307"	"-6.1468"	"-0.0050032"	"LOC100507472///PCSK6"	"uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6"
"31743_at"	"0.994351"	"9.79e-01"	"0.0264427"	"-6.1468"	"0.0060121"	""	""
"35797_at"	"0.994351"	"9.79e-01"	"-0.0263922"	"-6.14681"	"-0.0033405"	"IL13RA1"	"interleukin 13 receptor subunit alpha 1"
"35612_at"	"0.994351"	"9.79e-01"	"-0.0263762"	"-6.14681"	"-0.0022973"	"C10orf12"	"chromosome 10 open reading frame 12"
"504_at"	"0.994351"	"9.79e-01"	"-0.0262871"	"-6.14681"	"-0.0041125"	"UBE2D3"	"ubiquitin conjugating enzyme E2 D3"
"2034_s_at"	"0.994351"	"9.79e-01"	"0.0260682"	"-6.14681"	"0.001911"	"CDKN1B"	"cyclin dependent kinase inhibitor 1B"
"35743_at"	"0.994351"	"9.80e-01"	"0.0259654"	"-6.14682"	"0.0024388"	"CPSF4"	"cleavage and polyadenylation specific factor 4"
"1497_at"	"0.994351"	"9.80e-01"	"-0.0259586"	"-6.14682"	"-0.0034094"	"LTBR"	"lymphotoxin beta receptor"
"37114_at"	"0.994351"	"9.80e-01"	"-0.0257639"	"-6.14682"	"-0.0019739"	"ZFHX3"	"zinc finger homeobox 3"
"AFFX-BioC-3_at"	"0.994351"	"9.80e-01"	"0.025599"	"-6.14683"	"0.0051151"	""	""
"36152_at"	"0.994351"	"9.80e-01"	"0.02555"	"-6.14683"	"0.0013317"	"GDI1"	"GDP dissociation inhibitor 1"
"40653_at"	"0.994351"	"9.80e-01"	"-0.0255445"	"-6.14683"	"-0.0030187"	"RGS7"	"regulator of G-protein signaling 7"
"39160_at"	"0.994351"	"9.80e-01"	"-0.0255287"	"-6.14683"	"-0.0029699"	"PDHB"	"pyruvate dehydrogenase (lipoamide) beta"
"34621_at"	"0.994351"	"9.80e-01"	"-0.025461"	"-6.14683"	"-0.0016605"	"KRT2"	"keratin 2"
